订单号,用户ID,商品名称,价格,购买时间,收货地址,手机号,订单状态
ODR000850,U093,iPhone 15 Pro,¥8540,2024-11-22 10:58:35,武汉市朝阳区,13670155716,已取消
ODR000851,U290,手机壳,2164,2024.7.12 16时,上海市锦江区,13548863302,已取消
ODR000852,U179,MacBook Air M3,¥3869,2024-04-02 14:28:30,成都市朝阳区,手机号缺失,已发货
ODR000853,U434,USB-C充电线,703,2024-01-16 15:17:37,广州市朝阳区,15102780704,已发货
ODR000854,U092,iPad Pro 12.9,¥838,2024-01-15 16:31:06,北京市江汉区,15191527044,已发货
ODR000855,U220,iPhone 15 Pro,1858,2024/7/22,北京市玄武区,13847425054,已付款
ODR000856,U413,HomePod mini,5610元,2024-01-13 13:01:03,北京市浦东新区,13907183346,已完成
ODR000857,U215,屏幕保护膜,2528,2024.7.9 19时,南京市渝中区,abc12345678,已付款
ODR000858,U429,Magic Keyboard,¥2669,2024.5.8 18时,深圳市雁塔区,15147676853,已完成
ODR000859,U140,HomePod mini,¥736,2024-05-11 19:54:32,西安市锦江区,13776897209,已付款
ODR000860,U401,iPhone 15 Pro,4741元,2024-12-21 16:29:13,广州市锦江区,15118430915,已发货
ODR000861,U301,手机壳,¥441,2024/6/4,西安市浦东新区,15033399239,已完成
ODR000862,U409,HomePod mini,2391,2024/3/5,广州市江汉区,15199165631,已发货
ODR000863,U299,屏幕保护膜,¥8713,2024/10/25,南京市西湖区,15126905501,已发货
ODR000864,U119,Apple Watch Series 9,3208,2024/2/16,南京市雁塔区,13581965364,已发货
ODR000865,U455,手机壳,¥2477,2024-12-18 21:13:53,广州市朝阳区,15258798546,已付款
ODR000866,U136,HomePod mini,3066,2024-05-07 10:06:41,杭州市天河区,13859356726,待付款
ODR000867,U179,屏幕保护膜,5912元,2024/8/27,武汉市浦东新区,13747683546,已付款
ODR000868,U495,iPad Pro 12.9,3549,2024-09-04 21:43:38,成都市天河区,13773763499,已完成
ODR000869,U062,MacBook Air M3,9753,2024.9.27 17时,北京市朝阳区,15230103803,已付款
ODR000870,U042,手机壳,8577,2024-05-04 19:18:32,重庆市江汉区,13889560141,已付款
ODR000871,U331,iMac 24寸,9014,2024.3.13 21时,南京市玄武区,15225497393,待付款
ODR000872,U441,MacBook Air M3,¥2532,2024.4.12 11时,武汉市雁塔区,15258171804,已发货
ODR000873,U458,Magic Keyboard,¥4381,2024-10-28 14:34:56,深圳市朝阳区,13856380271,已取消
ODR000874,U237,Mac mini M2,9427,2024.9.15 18时,南京市南山区,13664135299,待付款
ODR000875,U491,iPhone 15 Pro,3735,2024.10.16 18时,重庆市雁塔区,15178933056,已完成
ODR000876,U262,iMac 24寸,¥2359,2024-01-14 11:55:06,重庆市江汉区,13800138,待付款
ODR000877,U125,Magic Mouse,8731,2024.6.22 19时,广州市雁塔区,13562117203,待付款
ODR000878,U268,iPhone 15 Pro,5910,2024/3/5,广州市西湖区,13635189435,已取消
ODR000879,U048,手机壳,2332元,2024-03-02 18:08:03,杭州市朝阳区,13505713207,已付款
ODR000880,U418,屏幕保护膜,6716,2024-01-09 12:58:07,重庆市雁塔区,13618632657,待付款
ODR000881,U181,手机壳,6130,2024-10-04 20:07:30,南京市玄武区,13755221796,已发货
ODR000882,U136,AirPods Pro 2,3896,2024.4.22 18时,深圳市浦东新区,13801420237,已付款
ODR000883,U066,iMac 24寸,5902,2024-04-03 12:00:12,西安市渝中区,13966438352,已取消
ODR000884,U144,Apple Watch Series 9,4489,2024.11.10 19时,上海市锦江区,13690316104,已付款
ODR000885,U235,iMac 24寸,3956,2024.1.10 18时,南京市渝中区,13505020727,已完成
ODR000886,U179,Magic Mouse,¥8128,2024.7.25 10时,重庆市浦东新区,13753218002,已完成
ODR000887,U110,Magic Keyboard,9314元,2024.3.1 13时,成都市雁塔区,15146308900,已完成
ODR000888,U019,HomePod mini,5146元,2024-07-24 16:36:18,武汉市浦东新区,13964832395,已付款
ODR000889,U336,手机壳,¥2549,2024.6.4 18时,武汉市西湖区,13839204338,已付款
ODR000890,U191,Magic Keyboard,¥8464,2024/9/5,成都市朝阳区,123456,待付款
ODR000891,U250,Apple Watch Series 9,9483,2024.8.5 9时,深圳市南山区,13882971759,已发货
ODR000892,U169,AirPods Pro 2,4237,2024-02-03 11:46:29,南京市锦江区,13817977760,待付款
ODR000893,U466,Magic Keyboard,¥1561,2024-11-11 11:44:25,重庆市西湖区,15120896717,已付款
ODR000894,U173,MacBook Air M3,281元,2024.10.8 18时,西安市朝阳区,123456,已取消
ODR000895,U500,MacBook air M3,2212元,2024-12-22 16:03:00,重庆市江汉区,13667374950,已付款
ODR000896,U490,Magic Mouse,¥7736,2024.9.23 20时,深圳市渝中区,15203549609,已发货
ODR000897,U371,Apple Watch Series 9,1687,2024.8.28 18时,广州市锦江区,13661595572,已取消
ODR000898,U405,屏幕保护膜,1185元,2024-03-09 14:03:56,成都市江汉区,15230585773,已取消
ODR000899,U355,iPhone 15 Pro,819,2024.11.4 12时,广州市雁塔区,13523815711,已付款
ODR000900,U401,Magic Keyboard,1588元,2024.1.27 21时,西安市玄武区,13728877112,已取消
ODR000901,U475,Magic Keyboard,¥1845,2024-03-11 17:59:40,上海市渝中区,15163901713,已取消
ODR000902,U060,USB-C充电线,7616,2024-07-06 09:49:24,武汉市江汉区,13888161019,已完成
ODR000903,U319,手机壳,7292,2024-02-23 17:24:04,上海市朝阳区,13716605942,已付款
ODR000904,U409,手机壳,4765,2024.1.13 17时,杭州市天河区,13647730910,已发货
ODR000905,U054,Apple Watch Series 9,¥4608,2024.11.8 17时,上海市朝阳区,13842804144,待付款
ODR000906,U063,手机壳,¥891,2024-05-18 10:30:02,深圳市雁塔区,15088687288,已完成
ODR000907,U102,AirPods Pro 2,¥312,2024.2.18 9时,杭州市天河区,13514262685,已发货
ODR000908,U275,iMac 24寸,6613,2024-04-27 21:08:09,,15034661578,已完成
ODR000909,U251,屏幕保护膜,7537,2024.12.18 12时,成都市雁塔区,13893222700,已付款
ODR000910,U217,USB-C充电线,7148元,2024-09-26 11:04:39,南京市江汉区,15295515146,已取消
ODR000911,U410,iMac 24寸,802元,2024/1/19,北京市南山区,13659786230,已发货
ODR000912,U378,屏幕保护膜,3204,2024/7/6,杭州市锦江区,abc12345678,待付款
ODR000913,U222,Mac mini M2,¥5049,2024-06-21 14:54:31,武汉市朝阳区,13801188337,待付款
ODR000914,U392,手机壳,5038,2024-03-25 14:24:20,重庆市天河区,13686766170,已取消
ODR000915,U454,Apple Watch Series 9,4498,2024-11-17 19:11:58,深圳市锦江区,13636094912,已取消
ODR000916,U046,iPhone 15 pro,886元,2024.3.2 17时,北京市浦东新区,15270995502,已取消
ODR000917,U325,iPad Pro 12.9,5771,2024.7.2 13时,,13831239338,待付款
ODR000918,U445,Mac mini M2,¥2893,2024.9.6 20时,深圳市锦江区,13990842279,已付款
ODR000919,U418,USB-C充电线,2355,2024-11-05 17:28:22,杭州市天河区,13623862835,已完成
ODR000920,U166,USB-C充电线,9124元,2024/5/22,南京市南山区,15245769442,已付款
ODR000921,U092,Mac mini M2,7118,2024/9/10,深圳市江汉区,15196519418,已取消
ODR000922,U323,iPad Pro 12.9,2035元,2024/5/18,深圳市天河区,13800104757,已取消
ODR000923,U409,Magic Keyboard,¥2122,2024-11-08 12:47:56,西安市江汉区,13917925023,已发货
ODR000924,U320,iPad Pro 12.9,5072,2024.10.26 19时,西安市西湖区,13981026392,待付款
ODR000925,U265,Magic Mouse,5509,2024-04-14 17:08:41,南京市天河区,13576339879,已完成
ODR000926,U374,Magic Mouse,2467,2024.2.23 10时,成都市渝中区,13508205325,已付款
ODR000927,U071,AirPods Pro 2,9876元,2024/9/1,南京市南山区,13719405664,已付款
ODR000928,U434,AirPods Pro 2,¥8497,2024-11-09 21:55:45,,15250659954,待付款
ODR000929,U168,iPad Pro 12.9,7583,2024-05-03 17:49:13,深圳市江汉区,13736788713,待付款
ODR000930,U061,手机壳,¥7593,2024.10.15 11时,南京市雁塔区,13879253754,已发货
ODR000931,U408,Magic Mouse,5036,2024-01-25 09:21:26,成都市江汉区,123456,已发货
ODR000932,U355,Mac mini M2,6160,2024-03-22 20:38:48,深圳市浦东新区,13591357955,已完成
ODR000933,U162,HomePod mini,9536,2024.7.11 10时,北京市锦江区,15230115420,已付款
ODR000934,U211,Magic Keyboard,¥498,2024.10.25 14时,南京市朝阳区,13922042333,已付款
ODR000935,U445,iMac 24寸,¥2351,2024/12/9,杭州市浦东新区,123456,已取消
ODR000936,U300,Mac mini M2,5381元,2024.2.15 20时,广州市雁塔区,13918067697,待付款
ODR000937,U354,AirPods Pro 2,¥3428,2024-08-19 16:16:12,重庆市锦江区,13885153936,已发货
ODR000938,U380,iPhone 15 Pro,¥6502,2024-09-04 17:33:12,深圳市渝中区,15266824515,已付款
ODR000939,U389,HomePod mini,¥8222,2024-12-14 13:49:55,广州市西湖区,13665019236,已付款
ODR000940,U451,Mac mini M2,5943元,2024.7.23 19时,上海市锦江区,13543466163,已付款
ODR000941,U379,MacBook Air M3,7968,2024/10/4,广州市西湖区,13604828017,已完成
ODR000942,U266,iPhone 15 pro,8392,2024/12/4,上海市渝中区,15076787980,已完成
ODR000943,U171,手机壳,3410元,2024.6.2 10时,成都市天河区,13598465687,已付款
ODR000944,U155,Magic Keyboard,9322,2024/10/16,,15034572930,已取消
ODR000945,U082,iPhone 15 Pro,¥6397,2024.2.18 11时,西安市玄武区,15007674267,已付款
ODR000946,U085,屏幕保护膜,4944,2024/12/23,广州市朝阳区,15017401039,待付款
ODR000947,U122,Magic Keyboard,5945,2024/6/15,上海市天河区,13685934819,已取消
ODR000948,U400,iPad Pro 12.9,9434元,2024-07-07 14:20:09,重庆市浦东新区,123456,已付款
ODR000949,U182,Mac mini M2,¥9331,2024.6.9 14时,杭州市渝中区,13606137928,已付款
ODR000950,U291,MacBook Air M3,9674,2024-09-02 11:56:21,深圳市浦东新区,15069364890,已发货
ODR000951,U313,AirPods Pro 2,4721,2024/4/1,西安市雁塔区,13553920518,已付款
ODR000952,U333,Magic Mouse,6759,2024.6.23 14时,西安市江汉区,13859464543,已发货
ODR000953,U029,AirPods Pro 2,7265,2024/12/4,武汉市锦江区,15089568021,待付款
ODR000954,U186,Apple Watch Series 9,8758元,2024-03-17 21:11:38,西安市锦江区,15099601764,已付款
ODR000955,U368,AirPods Pro 2,¥3787,2024-11-15 13:42:52,重庆市渝中区,13561197443,已取消
ODR000956,U243,Apple Watch Series 9,¥7149,2024/5/23,成都市南山区,13906210903,已完成
ODR000957,U425,Apple Watch Series 9,¥6007,2024-11-10 10:25:52,上海市浦东新区,13825034347,已发货
ODR000958,U223,Magic Mouse,¥7110,2024.6.24 15时,北京市渝中区,15037331146,待付款
ODR000959,U010,手机壳,3334,2024.7.6 20时,西安市锦江区,13899853295,已发货
ODR000960,U481,Magic Keyboard,942,2024.5.4 15时,成都市西湖区,13990280856,已取消
ODR000961,U396,手机壳,8313,2024-09-11 13:25:25,武汉市雁塔区,13757014495,已付款
ODR000962,U424,iPad Pro 12.9,4622元,2024-11-15 21:25:01,广州市南山区,13997366789,已取消
ODR000963,U390,Magic Mouse,5348,2024-04-11 16:52:03,成都市玄武区,abc12345678,已取消
ODR000964,U462,AirPods Pro 2,2803,2024.11.1 15时,广州市浦东新区,13808312517,已付款
ODR000965,U349,iPhone 15 Pro,7269,2024-11-08 14:24:35,广州市渝中区,13799209933,已取消
ODR000966,U359,AirPods Pro 2,177,2024/9/23,南京市江汉区,13675000701,已付款
ODR000967,U305,Magic Mouse,3336,2024/1/28,,abc12345678,待付款
ODR000968,U016,Magic Keyboard,5497,2024-10-27 11:32:37,广州市天河区,15018443967,已完成
ODR000969,U340,Magic Mouse,2469,2024.8.1 10时,杭州市雁塔区,13792507371,已完成
ODR000970,U493,MacBook Air M3,2423元,2024.2.17 19时,深圳市雁塔区,手机号缺失,已完成
ODR000971,U483,Magic Mouse,¥5805,2024/12/10,广州市渝中区,123456,已发货
ODR000972,U491,Mac mini M2,¥6205,2024.6.8 11时,武汉市浦东新区,15181525192,已取消
ODR000973,U352,HomePod mini,¥2854,2024-12-23 19:09:33,西安市锦江区,15089377205,已取消
ODR000974,U241,HomePod mini,¥9789,2024.3.4 19时,南京市天河区,15111623508,已完成
ODR000975,U057,MacBook Air M3,¥3630,2024.5.26 14时,杭州市江汉区,13569339560,已完成
ODR000976,U178,Mac mini M2,7762,2024-07-17 20:43:25,,13579719520,已付款
ODR000977,U395,Apple Watch Series 9,¥9463,2024-05-12 18:22:06,西安市雁塔区,13800138,已发货
ODR000978,U168,Apple Watch Series 9,925,2024-10-23 15:43:42,武汉市雁塔区,13963630445,已付款
ODR000979,U350,iPad Pro 12.9,¥2143,2024.10.28 12时,武汉市朝阳区,15275822565,已取消
ODR000980,U456,Magic Mouse,2182,2024.4.10 10时,上海市天河区,15245506280,已付款
ODR000981,U273,MacBook Air M3,¥6426,2024.7.13 21时,,13748238495,待付款
ODR000982,U164,手机壳,2883,2024-02-18 21:24:49,深圳市渝中区,13886398570,已完成
ODR000983,U006,USB-C充电线,7458元,2024.12.8 9时,深圳市西湖区,13693030012,已完成
ODR000984,U434,AirPods Pro 2,8315,2024.11.20 12时,深圳市南山区,13745362697,待付款
ODR000985,U216,屏幕保护膜,7059元,2024.12.19 10时,重庆市锦江区,123456,已取消
ODR000986,U044,MacBook Air M3,8228,2024-08-06 16:31:28,上海市玄武区,13800138,待付款
ODR000987,U217,MacBook air M3,¥2951,2024.7.23 10时,西安市浦东新区,13826127700,待付款
ODR000988,U121,Magic Keyboard,3509元,2024.4.25 13时,重庆市西湖区,13800138,已发货
ODR000989,U285,HomePod mini,3634,2024-02-25 09:51:22,,13913265031,已发货
ODR000990,U269,屏幕保护膜,¥8830,2024-02-19 17:18:13,北京市雁塔区,13801391734,已取消
ODR000991,U167,Apple Watch Series 9,8989,2024-04-12 19:43:05,,15067243354,已完成
ODR000992,U196,iPhone 15 Pro,4764,2024.9.3 15时,杭州市锦江区,13581702707,已取消
ODR000993,U183,iPhone 15 Pro,¥6621,2024/7/28,西安市西湖区,15113597067,已完成
ODR000994,U111,iPhone 15 Pro,¥6849,2024.8.13 17时,南京市浦东新区,13912837274,已付款
ODR000995,U405,Magic Mouse,5982,2024/3/14,武汉市天河区,13972802761,已发货
ODR000996,U196,AirPods Pro 2,9492,2024-10-13 17:13:51,北京市渝中区,13698073380,已完成
ODR000997,U105,USB-C充电线,4104,2024-10-18 14:25:01,北京市浦东新区,123456,已发货
ODR000998,U240,Magic Mouse,¥4451,2024-02-03 19:53:02,北京市玄武区,13800138,已完成
ODR000999,U394,屏幕保护膜,¥3182,2024.7.17 17时,广州市渝中区,13896590822,已发货
ODR001000,U435,屏幕保护膜,6384,2024-03-02 16:29:33,深圳市玄武区,15136690141,待付款
